iid,pid,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,
190,179,male,25,30,5,european/caucasian-american,latino/hispanic american,0,1,1,international development,19.15,21.28,17.02,17.02,12.77,12.77,7,6,7,7,7,7,15.56,20,20,20,13.33,11.11,7,7,7,7,7,10,8,10,9,9,5,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.22,8,,5,9,5,0,1,1,1,
190,180,male,25,24,1,european/caucasian-american,asian/pacific islander/asian-american,0,1,1,international development,15.38,17.31,17.31,19.23,13.46,17.31,8,7,7,8,7,6,15.56,20,20,20,13.33,11.11,7,7,7,7,7,7,5,7,7,,,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.13,8,,5,6,4,0,1,0,0,
190,181,male,25,22,3,european/caucasian-american,black/african american,0,1,1,international development,15.38,19.23,19.23,17.31,17.31,11.54,5,5,6,10,5,4,15.56,20,20,20,13.33,11.11,7,7,7,7,7,6,9,,9,,,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,-0.18,8,,5,7,6,0,1,1,1,
190,182,male,25,22,3,european/caucasian-american,black/african american,0,1,1,international development,16.07,17.86,17.86,17.86,17.86,12.5,7,8,9,9,9,8,15.56,20,20,20,13.33,11.11,7,7,7,7,7,7,5,7,7,,,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.01,8,,5,6,4,0,1,0,0,
190,183,male,25,24,1,european/caucasian-american,european/caucasian-american,1,1,1,international development,20,22.5,17.5,22.5,10,7.5,7,7,7,9,9,9,15.56,20,20,20,13.33,11.11,7,7,7,7,7,8,3,8,8,4,1,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.24,8,,5,6,6,1,1,0,0,
191,174,male,28,29,1,european/caucasian-american,asian/pacific islander/asian-american,0,6,1,business,9.52,23.81,16.67,16.67,16.67,16.67,5,6,5,7,7,6,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,8,7,6,6,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.32,4,,4,5,6,0,0,1,0,
191,175,male,28,23,5,european/caucasian-american,other,0,6,1,business,12.24,20.41,16.33,14.29,20.41,16.33,1,7,8,8,8,8,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,9,8,7,8,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.65,4,,4,5,7,0,0,1,0,
191,176,male,28,28,0,european/caucasian-american,asian/pacific islander/asian-american,0,6,1,business,13.04,21.74,19.57,17.39,15.22,13.04,8,6,7,8,7,6,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,7,8,7,7,8,7,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.32,4,,4,6,7,0,1,1,1,
191,177,male,28,22,6,european/caucasian-american,european/caucasian-american,1,6,1,business,15.09,16.98,16.98,16.98,18.87,15.09,7,7,7,6,8,7,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,7,7,6,6,6,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.14,4,,4,5,6,0,0,1,0,
191,178,male,28,35,7,european/caucasian-american,asian/pacific islander/asian-american,0,6,1,business,15.22,17.39,17.39,17.39,15.22,17.39,8,7,7,7,7,,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,8,7,7,5,5,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.51,4,,4,6,7,0,0,1,0,
191,179,male,28,30,2,european/caucasian-american,latino/hispanic american,0,6,1,business,19.15,21.28,17.02,17.02,12.77,12.77,4,7,6,4,6,5,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,8,8,9,8,8,6,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.45,4,,4,7,6,0,1,0,0,
191,180,male,28,24,4,european/caucasian-american,asian/pacific islander/asian-american,0,6,1,business,15.38,17.31,17.31,19.23,13.46,17.31,8,7,8,8,8,7,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,7,8,7,7,8,7,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.13,4,,4,6,7,0,1,0,0,
191,181,male,28,22,6,european/caucasian-american,black/african american,0,6,1,business,15.38,19.23,19.23,17.31,17.31,11.54,8,9,8,8,8,4,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,8,8,8,8,8,5,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.16,4,,4,7,7,0,1,1,1,
191,182,male,28,22,6,european/caucasian-american,black/african american,0,6,1,business,16.07,17.86,17.86,17.86,17.86,12.5,9,9,9,9,9,8,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,7,7,7,8,5,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,-0.12,4,,4,6,5,0,0,1,0,
191,183,male,28,24,4,european/caucasian-american,european/caucasian-american,1,6,1,business,20,22.5,17.5,22.5,10,7.5,7,7,7,7,7,7,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,7,7,6,6,6,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.43,4,,4,5,6,0,0,1,0,
192,174,male,24,29,5,european/caucasian-american,asian/pacific islander/asian-american,0,2,7,business/law,9.52,23.81,16.67,16.67,16.67,16.67,6,5,6,7,7,7,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,3,8,8,4,6,3,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.03,4,,2,4,5,0,0,1,0,
192,175,male,24,23,1,european/caucasian-american,other,0,2,7,business/law,12.24,20.41,16.33,14.29,20.41,16.33,1,5,7,8,7,8,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,4,8,7,6,4,5,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.05,4,,2,6,9,0,0,0,0,
192,176,male,24,28,4,european/caucasian-american,asian/pacific islander/asian-american,0,2,7,business/law,13.04,21.74,19.57,17.39,15.22,13.04,8,7,9,6,7,7,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,8,9,3,9,3,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.47,4,,2,5,2,0,0,1,0,
192,177,male,24,22,2,european/caucasian-american,european/caucasian-american,1,2,7,business/law,15.09,16.98,16.98,16.98,18.87,15.09,7,7,8,8,8,7,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,6,8,6,7,9,4,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.07,4,,2,6,8,0,0,1,0,
192,178,male,24,35,11,european/caucasian-american,asian/pacific islander/asian-american,0,2,7,business/law,15.22,17.39,17.39,17.39,15.22,17.39,6,6,7,5,,,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,4,7,6,6,6,4,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.11,4,,2,5,4,0,0,0,0,
192,179,male,24,30,6,european/caucasian-american,latino/hispanic american,0,2,7,business/law,19.15,21.28,17.02,17.02,12.77,12.77,6,6,6,6,5,4,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,7,8,8,6,4,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.02,4,,2,7,9,0,1,0,0,
192,180,male,24,24,0,european/caucasian-american,asian/pacific islander/asian-american,0,2,7,business/law,15.38,17.31,17.31,19.23,13.46,17.31,9,8,8,9,8,9,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,7,8,8,6,4,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.02,4,,2,7,7,0,1,1,1,
192,181,male,24,22,2,european/caucasian-american,black/african american,0,2,7,business/law,15.38,19.23,19.23,17.31,17.31,11.54,6,4,4,9,5,9,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,7,6,5,6,3,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.3,4,,2,3,2,0,0,0,0,
192,182,male,24,22,2,european/caucasian-american,black/african american,0,2,7,business/law,16.07,17.86,17.86,17.86,17.86,12.5,8,9,9,9,9,8,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,3,8,7,6,7,3,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.33,4,,2,5,4,0,0,1,0,
192,183,male,24,24,0,european/caucasian-american,european/caucasian-american,1,2,7,business/law,20,22.5,17.5,22.5,10,7.5,8,8,8,8,8,8,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,5,7,6,5,5,6,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.32,4,,2,6,6,0,0,1,0,
193,174,male,25,29,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,2,2,law,9.52,23.81,16.67,16.67,16.67,16.67,6,5,6,7,7,7,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3,9,7,5,6,6,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.37,4,,2,7,6,0,0,1,0,
193,175,male,25,23,2,asian/pacific islander/asian-american,other,0,2,2,law,12.24,20.41,16.33,14.29,20.41,16.33,4,6,7,6,7,7,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,5,8,8,6,8,9,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.39,4,,2,8,8,1,1,1,1,
193,176,male,25,28,3,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,2,2,law,13.04,21.74,19.57,17.39,15.22,13.04,7,8,8,6,7,6,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6,9,9,3,9,6,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.4,4,,2,5,7,0,0,1,0,
193,177,male,25,22,3,asian/pacific islander/asian-american,european/caucasian-american,0,2,2,law,15.09,16.98,16.98,16.98,18.87,15.09,5,7,7,6,7,5,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6,8,8,6,8,7,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.58,4,,2,8,7,0,0,0,0,
193,178,male,25,35,10,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,2,2,law,15.22,17.39,17.39,17.39,15.22,17.39,7,8,8,,,,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3,9,9,6,10,9,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.27,4,,2,8,8,0,0,1,0,
193,179,male,25,30,5,asian/pacific islander/asian-american,latino/hispanic american,0,2,2,law,19.15,21.28,17.02,17.02,12.77,12.77,5,7,7,8,8,7,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,9,9,9,8,8,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.41,4,,2,9,6,0,1,0,0,
193,180,male,25,24,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,2,2,law,15.38,17.31,17.31,19.23,13.46,17.31,7,7,7,8,6,5,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,7,8,8,6,7,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.15,4,,2,8,7,0,1,0,0,
193,181,male,25,22,3,asian/pacific islander/asian-american,black/african american,0,2,2,law,15.38,19.23,19.23,17.31,17.31,11.54,8,8,9,8,9,9,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,8,10,8,6,9,9,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.54,4,,2,8,7,0,1,1,1,
193,182,male,25,22,3,asian/pacific islander/asian-american,black/african american,0,2,2,law,16.07,17.86,17.86,17.86,17.86,12.5,5,8,9,9,9,6,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3,9,7,6,8,6,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.53,4,,2,8,8,0,0,0,0,
193,183,male,25,24,1,asian/pacific islander/asian-american,european/caucasian-american,0,2,2,law,20,22.5,17.5,22.5,10,7.5,7,8,7,6,6,6,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6,8,7,7,6,6,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,-0.38,4,,2,7,6,0,0,0,0,
194,214,female,24,23,1,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,17.02,21.28,17.02,21.28,14.89,8.51,7,8,6,7,8,3,16,16,20,16,18,14,9,10,8,10,10,7,8,10,8,10,7,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.22,7,,1,7,5,0,1,0,0,
194,215,female,24,26,2,european/caucasian-american,asian/pacific islander/asian-american,0,9,9,clinical psychology,14.89,19.15,21.28,19.15,14.89,10.64,3,4,4,3,3,4,16,16,20,16,18,14,9,10,8,10,10,9,9,9,9,9,7,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.74,7,,1,8,6,0,1,0,0,
194,216,female,24,27,3,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,7.5,17.5,20,22.5,12.5,20,5,5,7,5,5,5,16,16,20,16,18,14,9,10,8,10,10,4,8,8,6,8,5,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.34,7,,1,5,5,0,0,0,0,
194,217,female,24,26,2,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,21.28,17.02,21.28,12.77,6.38,21.28,3,9,9,4,7,6,16,16,20,16,18,14,9,10,8,10,10,8,8,10,7,10,9,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.43,7,,1,6,5,0,1,0,0,
194,218,female,24,24,0,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,20.51,5.13,23.08,12.82,17.95,20.51,2,6,4,5,4,4,16,16,20,16,18,14,9,10,8,10,10,8,9,10,7,10,7,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.29,7,,1,6,4,0,1,0,0,
194,219,female,24,26,2,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,16.28,16.28,18.6,16.28,16.28,16.28,3,7,,3,4,5,16,16,20,16,18,14,9,10,8,10,10,8,9,8,7,8,6,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.03,7,,1,6,6,0,1,0,0,
194,220,female,24,25,1,european/caucasian-american,other,0,9,9,clinical psychology,16.67,16.67,16.67,16.67,14.81,18.52,5,8,8,7,9,0,16,16,20,16,18,14,9,10,8,10,10,6,10,10,9,10,7,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.22,7,,1,7,7,0,0,0,0,
194,221,female,24,27,3,european/caucasian-american,asian/pacific islander/asian-american,0,9,9,clinical psychology,15.56,17.78,17.78,17.78,17.78,13.33,4,3,6,7,6,5,16,16,20,16,18,14,9,10,8,10,10,8,10,10,8,10,7,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.41,7,,1,8,7,0,1,1,1,
194,222,female,24,27,3,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,9.52,19.05,23.81,19.05,4.76,23.81,7,4,4,4,7,2,16,16,20,16,18,14,9,10,8,10,10,3,10,9,6,8,5,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.23,7,,1,5,5,0,0,0,0,
194,223,female,24,28,4,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,17.39,17.39,19.57,19.57,10.87,15.22,7,7,7,8,6,7,16,16,20,16,18,14,9,10,8,10,10,6,10,10,7,10,6,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.3,7,,1,6,6,0,0,1,0,
194,224,female,24,32,8,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,17.24,17.24,17.24,17.24,13.79,17.24,5,8,7,7,6,7,16,16,20,16,18,14,9,10,8,10,10,7,9,10,8,9,9,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.19,7,,1,7,7,0,1,0,0,
194,225,female,24,28,4,european/caucasian-american,latino/hispanic american,0,9,9,clinical psychology,14.71,14.71,14.71,14.71,20.59,20.59,6,4,5,5,3,4,16,16,20,16,18,14,9,10,8,10,10,7,10,10,8,9,6,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.18,7,,1,7,6,0,0,0,0,
194,226,female,24,23,1,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,25.64,17.95,15.38,20.51,10.26,10.26,4,5,5,4,5,4,16,16,20,16,18,14,9,10,8,10,10,10,8,8,8,8,7,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.07,7,,1,7,6,0,1,0,0,
194,227,female,24,26,2,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,20,16,18,16,16,14,4,6,6,5,5,5,16,16,20,16,18,14,9,10,8,10,10,10,8,7,7,9,6,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.57,7,,1,7,5,0,1,0,0,
194,228,female,24,24,0,european/caucasian-american,asian/pacific islander/asian-american,0,9,9,clinical psychology,13.51,18.92,21.62,13.51,13.51,18.92,6,7,6,4,6,5,16,16,20,16,18,14,9,10,8,10,10,7,10,10,6,10,5,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.05,7,,1,6,4,0,0,0,0,
194,229,female,24,28,4,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,21.43,16.67,21.43,16.67,11.9,11.9,1,5,5,3,5,3,16,16,20,16,18,14,9,10,8,10,10,8,9,8,6,7,7,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.33,7,,1,7,6,0,1,0,0,
194,230,female,24,42,18,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,23.81,23.81,23.81,23.81,2.38,2.38,3,5,5,2,2,2,16,16,20,16,18,14,9,10,8,10,10,6,10,9,8,8,6,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.02,7,,1,5,5,0,0,0,0,
194,231,female,24,30,6,european/caucasian-american,latino/hispanic american,0,9,9,clinical psychology,18.6,20.93,23.26,23.26,2.33,11.63,5,4,6,5,6,4,16,16,20,16,18,14,9,10,8,10,10,8,10,9,8,8,7,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.28,7,,1,7,7,0,1,0,0,
194,232,female,24,31,7,european/caucasian-american,european/caucasian-american,1,9,9,clinical psychology,17.78,17.78,17.78,17.78,13.33,15.56,5,5,5,4,3,5,16,16,20,16,18,14,9,10,8,10,10,5,10,9,6,7,6,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.44,7,,1,5,7,0,0,0,0,
194,233,female,24,29,5,european/caucasian-american,asian/pacific islander/asian-american,0,9,9,clinical psychology,14,20,18,16,14,18,6,7,8,7,8,,16,16,20,16,18,14,9,10,8,10,10,6,7,9,7,8,6,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.17,7,,1,7,5,0,0,1,0,
195,214,female,27,23,4,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,17.02,21.28,17.02,21.28,14.89,8.51,9,8,7,7,7,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,8,7,10,8,9,9,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.27,8,,6,10,1,1,0,0,0,
195,215,female,27,26,1,european/caucasian-american,asian/pacific islander/asian-american,0,3,9,microbiology,14.89,19.15,21.28,19.15,14.89,10.64,5,9,8,9,7,9,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,7,8,9,9,8,9,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.41,8,,6,10,8,0,1,1,1,
195,216,female,27,27,0,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,7.5,17.5,20,22.5,12.5,20,7,7,9,8,8,4,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,5,8,7,6,8,6,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,-0.03,8,,6,6,7,0,0,1,0,
195,217,female,27,26,1,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,21.28,17.02,21.28,12.77,6.38,21.28,6,5,9,4,6,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,9,6,10,7,9,6,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.01,8,,6,6,7,0,1,1,1,
195,218,female,27,24,3,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,20.51,5.13,23.08,12.82,17.95,20.51,6,7,7,5,6,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,10,10,5,9,6,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.07,8,,6,7,6,0,0,1,0,
195,219,female,27,26,1,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,16.28,16.28,18.6,16.28,16.28,16.28,7,8,7,7,4,7,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,9,10,9,9,8,9,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.09,8,,6,9,7,0,0,1,0,
195,220,female,27,25,2,european/caucasian-american,other,0,3,9,microbiology,16.67,16.67,16.67,16.67,14.81,18.52,8,8,9,10,8,9,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,5,10,9,8,9,6,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.6,8,,6,9,8,0,0,1,0,
195,221,female,27,27,0,european/caucasian-american,asian/pacific islander/asian-american,0,3,9,microbiology,15.56,17.78,17.78,17.78,17.78,13.33,7,8,8,8,5,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,7,8,7,7,8,6,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,-0.21,8,,6,7,5,0,0,1,0,
195,222,female,27,27,0,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,9.52,19.05,23.81,19.05,4.76,23.81,6,3,8,3,3,2,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,4,5,10,5,6,4,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.03,8,,6,5,7,0,0,0,0,
195,223,female,27,28,1,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,17.39,17.39,19.57,19.57,10.87,15.22,6,8,6,7,6,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,8,10,5,7,6,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.22,8,,6,8,6,0,0,1,0,
195,224,female,27,32,5,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,17.24,17.24,17.24,17.24,13.79,17.24,7,6,7,7,7,8,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,8,8,10,6,7,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.44,8,,6,8,7,0,0,0,0,
195,225,female,27,28,1,european/caucasian-american,latino/hispanic american,0,3,9,microbiology,14.71,14.71,14.71,14.71,20.59,20.59,6,7,7,7,6,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,7,8,9,8,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,-0.27,8,,6,8,8,0,1,1,1,
195,226,female,27,23,4,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,25.64,17.95,15.38,20.51,10.26,10.26,6,7,7,8,6,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,10,9,9,8,9,6,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,-0.04,8,,6,7,7,0,1,0,0,
195,227,female,27,26,1,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,20,16,18,16,16,14,6,4,8,8,5,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,9,7,7,6,6,6,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,-0.12,8,,6,7,8,0,0,1,0,
195,228,female,27,24,3,european/caucasian-american,asian/pacific islander/asian-american,0,3,9,microbiology,13.51,18.92,21.62,13.51,13.51,18.92,6,6,6,7,6,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,8,9,10,5,5,5,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.26,8,,6,6,6,0,0,1,0,
195,229,female,27,28,1,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,21.43,16.67,21.43,16.67,11.9,11.9,8,9,7,9,5,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,8,8,9,9,8,6,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.49,8,,6,7,9,0,1,1,1,
195,230,female,27,42,15,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,23.81,23.81,23.81,23.81,2.38,2.38,8,7,7,7,6,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,7,6,6,6,5,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,-0.43,8,,6,5,8,0,0,1,0,
195,231,female,27,30,3,european/caucasian-american,latino/hispanic american,0,3,9,microbiology,18.6,20.93,23.26,23.26,2.33,11.63,6,8,8,8,4,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,10,9,8,10,9,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.17,8,,6,9,9,0,0,1,0,
195,232,female,27,31,4,european/caucasian-american,european/caucasian-american,1,3,9,microbiology,17.78,17.78,17.78,17.78,13.33,15.56,7,8,8,8,6,7,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,5,6,7,4,6,4,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.29,8,,6,5,7,0,0,1,0,
195,233,female,27,29,2,european/caucasian-american,asian/pacific islander/asian-american,0,3,9,microbiology,14,20,18,16,14,18,6,7,7,7,7,,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,9,10,9,8,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,-0.5,8,,6,7,7,0,1,1,1,
196,214,female,25,23,2,asian/pacific islander/asian-american,european/caucasian-american,0,1,6,religion, gsas,17.02,21.28,17.02,21.28,14.89,[0-15],7,8,8,7,9,[0-5],17.65,17.65,17.65,15.69,15.69,[16-20],9,9,9,9,[9-10],5,8,7,9,8,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,[9-10],[-1-0],6,,[0-2],6,[5-6],1,1,1,1
196,215,female,25,26,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,6,religion, gsas,14.89,19.15,21.28,19.15,14.89,[0-15],5,8,5,3,3,[0-5],17.65,17.65,17.65,15.69,15.69,[16-20],9,9,9,9,[9-10],5,6,7,6,7,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,[9-10],[-1-0],6,,[0-2],6,[5-6],0,1,0,0
196,216,female,25,27,2,asian/pacific islander/asian-american,european/caucasian-american,0,1,6,religion, gsas,7.5,17.5,20,22.5,12.5,[16-20],7,6,9,7,7,[6-8],17.65,17.65,17.65,15.69,15.69,[16-20],9,9,9,9,[9-10],2,3,5,5,,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,[9-10],[0-0.33],6,,[0-2],7,[7-10],0,0,0,0
